transcript_id	base_enst	gene_id	gene_name	chrom	strand	cds_len	n_codons	n_cds_exons	n_internal_junctions	div_by_3	length_filtered	in_txome_ref
ENST00000382361.8	ENST00000382361	ENSG00000075618.18	FSCN1	chr7	+	1479	493	5	4	True	False	True
ENST00000382363.8	ENST00000382363	ENSG00000099999.15	RNF215	chr22	-	1131	377	9	8	True	False	True
ENST00000382365.6	ENST00000382365	ENSG00000187191.14	DAZ3	chrY	-	1314	438	18	17	True	False	True
ENST00000382368.8	ENST00000382368	ENSG00000155034.19	FBXL18	chr7	-	2154	718	5	4	True	False	True
ENST00000382374.9	ENST00000382374	ENSG00000165487.14	MICU2	chr13	-	1302	434	12	11	True	True	True
ENST00000382376.4	ENST00000382376	ENSG00000186458.5	DEFB132	chr20	+	285	95	2	1	True	False	True
ENST00000382388.4	ENST00000382388	ENSG00000088782.5	DEFB127	chr20	+	297	99	2	1	True	False	True
ENST00000382392.5	ENST00000382392	ENSG00000183795.8	BPY2B	chrY	+	318	106	4	3	True	False	True
ENST00000382398.4	ENST00000382398	ENSG00000125788.6	DEFB126	chr20	+	333	111	2	1	True	False	True
ENST00000382405.7	ENST00000382405	ENSG00000147996.16	CBWD5	chr9	+	1185	395	15	14	True	False	True
ENST00000382407.1	ENST00000382407	ENSG00000172352.5	CDY1B	chrY	-	1620	540	1	0	True	False	True
ENST00000382409.4	ENST00000382409	ENSG00000177030.17	DEAF1	chr11	-	1695	565	12	11	True	False	True
ENST00000382410.3	ENST00000382410	ENSG00000178591.7	DEFB125	chr20	+	468	156	2	1	True	False	True
ENST00000382422.6	ENST00000382422	ENSG00000198604.11	BAZ1A	chr14	-	4668	1556	26	25	True	False	True
ENST00000382435.5	ENST00000382435	ENSG00000177710.6	SLC35G5	chr8	+	1014	338	1	0	True	False	True
ENST00000382438.6	ENST00000382438	ENSG00000109705.8	NKX3-2	chr4	-	999	333	2	1	True	False	True
ENST00000382440.5	ENST00000382440	ENSG00000205944.11	DAZ2	chrY	+	1962	654	27	26	True	False	True
ENST00000382448.8	ENST00000382448	ENSG00000168970.22	JMJD7-PLA2G4B	chr15	+	3036	1012	25	24	True	True	True
ENST00000382452.6	ENST00000382452	ENSG00000071127.17	WDR1	chr4	-	1818	606	15	14	True	False	True
ENST00000382456.7	ENST00000382456	ENSG00000161203.13	AP2M1	chr3	+	1299	433	10	9	True	False	True
ENST00000382483.4	ENST00000382483	ENSG00000183638.6	RP1L1	chr8	-	7200	2400	3	2	True	False	True
ENST00000382487.5	ENST00000382487	ENSG00000155269.12	GPR78	chr4	+	1089	363	3	2	True	False	True
ENST00000382489.3	ENST00000382489	ENSG00000186090.11	HTR3D	chr3	+	1362	454	8	7	True	True	True
ENST00000382492.3	ENST00000382492	ENSG00000169777.6	TAS2R1	chr5	-	897	299	1	0	True	False	True
ENST00000382496.10	ENST00000382496	ENSG00000112902.12	SEMA5A	chr5	-	3222	1074	21	20	True	False	True
ENST00000382500.3	ENST00000382500	ENSG00000170122.5	FOXD4	chr9	-	1317	439	1	0	True	False	True
ENST00000382518.6	ENST00000382518	ENSG00000010278.14	CD9	chr12	+	684	228	8	7	True	False	True
ENST00000382545.5	ENST00000382545	ENSG00000111262.6	KCNA1	chr12	+	1485	495	1	0	True	False	True
ENST00000382554.4	ENST00000382554	ENSG00000205978.6	NYNRIN	chr14	+	5694	1898	8	7	True	False	True
ENST00000382564.8	ENST00000382564	ENSG00000205981.8	DNAJC19	chr3	-	348	116	6	5	True	False	True
ENST00000382592.5	ENST00000382592	ENSG00000150457.9	LATS2	chr13	-	3264	1088	7	6	True	False	True
ENST00000382599.9	ENST00000382599	ENSG00000074211.14	PPP2R2C	chr4	-	1341	447	9	8	True	False	True
ENST00000382614.2	ENST00000382614	ENSG00000206013.2	IFITM5	chr11	-	396	132	2	1	True	False	True
ENST00000382622.4	ENST00000382622	ENSG00000111218.12	PRMT8	chr12	+	1182	394	10	9	True	False	True
ENST00000382659.6	ENST00000382659	ENSG00000242389.8	RBMY1E	chrY	-	1488	496	11	10	True	False	True
ENST00000382680.5	ENST00000382680	ENSG00000244395.6	RBMY1D	chrY	-	1488	496	11	10	True	False	True
ENST00000382689.7	ENST00000382689	ENSG00000240247.7	DEFA1B	chr8	-	282	94	2	1	True	False	True
ENST00000382692.2	ENST00000382692	ENSG00000206047.2	DEFA1	chr8	-	282	94	2	1	True	False	True
ENST00000382707.6	ENST00000382707	ENSG00000234414.7	RBMY1A1	chrY	+	1488	496	11	10	True	False	True
ENST00000382713.10	ENST00000382713	ENSG00000206052.11	DOK6	chr18	+	993	331	8	7	True	False	True
ENST00000382722.10	ENST00000382722	ENSG00000151062.15	CACNA2D4	chr12	-	3411	1137	38	37	True	False	True
ENST00000382723.5	ENST00000382723	ENSG00000163132.8	MSX1	chr4	+	909	303	2	1	True	False	True
ENST00000382743.9	ENST00000382743	ENSG00000142082.15	SIRT3	chr11	-	1197	399	7	6	True	True	True
ENST00000382745.9	ENST00000382745	ENSG00000103249.18	CLCN7	chr16	-	2415	805	25	24	True	False	True
ENST00000382749.9	ENST00000382749	ENSG00000206072.12	SERPINB11	chr18	+	1176	392	7	6	True	False	True
ENST00000382751.4	ENST00000382751	ENSG00000142207.7	URB1	chr21	-	6813	2271	39	38	True	False	True
ENST00000382753.5	ENST00000382753	ENSG00000132406.12	TMEM128	chr4	-	495	165	4	3	True	True	True
ENST00000382758.6	ENST00000382758	ENSG00000150456.11	EEF1AKMT1	chr13	-	642	214	4	3	True	False	True
ENST00000382762.7	ENST00000382762	ENSG00000177951.17	BET1L	chr11	-	333	111	4	3	True	False	True
ENST00000382768.1	ENST00000382768	ENSG00000166634.6	SERPINB12	chr18	+	1275	425	7	6	True	True	True
ENST00000382771.9	ENST00000382771	ENSG00000206075.14	SERPINB5	chr18	+	1125	375	6	5	True	False	True
ENST00000382774.8	ENST00000382774	ENSG00000109758.9	HGFAC	chr4	+	1965	655	14	13	True	False	True
ENST00000382776.5	ENST00000382776	ENSG00000286094.1	AC026740.3	chr5	-	1113	371	10	9	True	True	True
ENST00000382822.2	ENST00000382822	ENSG00000206102.2	KRTAP19-8	chr21	-	189	63	1	0	True	False	True
ENST00000382826.2	ENST00000382826	ENSG00000206104.2	KRTAP20-3	chr21	+	132	44	1	0	True	True	True
ENST00000382828.2	ENST00000382828	ENSG00000206105.2	KRTAP20-4	chr21	+	132	44	1	0	True	True	True
ENST00000382830.2	ENST00000382830	ENSG00000206106.2	KRTAP22-2	chr21	-	135	45	1	0	True	True	True
ENST00000382835.2	ENST00000382835	ENSG00000206107.2	KRTAP27-1	chr21	-	621	207	1	0	True	True	True
ENST00000382844.2	ENST00000382844	ENSG00000165474.8	GJB2	chr13	-	678	226	1	0	True	False	True
ENST00000382850.8	ENST00000382850	ENSG00000049759.18	NEDD4L	chr18	+	2865	955	30	29	True	False	True
ENST00000382862.7	ENST00000382862	ENSG00000102854.16	MSLN	chr16	+	1890	630	16	15	True	False	True
ENST00000382882.9	ENST00000382882	ENSG00000185049.16	NELFA	chr4	-	1584	528	11	10	True	True	True
ENST00000382895.7	ENST00000382895	ENSG00000109685.18	NSD2	chr4	+	4095	1365	21	20	True	False	True
ENST00000382932.3	ENST00000382932	ENSG00000099960.13	SLC7A4	chr22	-	1905	635	4	3	True	False	True
ENST00000382936.8	ENST00000382936	ENSG00000168936.11	TMEM129	chr4	-	1086	362	4	3	True	False	True
ENST00000382951.4	ENST00000382951	ENSG00000206150.4	RNASE13	chr14	-	468	156	1	0	True	False	True
ENST00000382952.7	ENST00000382952	ENSG00000159692.15	CTBP1	chr4	-	1287	429	9	8	True	False	True
ENST00000382998.8	ENST00000382998	ENSG00000134030.14	CTIF	chr18	+	1800	600	11	10	True	False	True
ENST00000383020.7	ENST00000383020	ENSG00000242875.6	RBMY1B	chrY	+	1488	496	11	10	True	False	True
ENST00000383032.6	ENST00000383032	ENSG00000092377.15	TBL1Y	chrY	+	1566	522	14	13	True	False	True
ENST00000383070.2	ENST00000383070	ENSG00000184895.8	SRY	chrY	-	612	204	1	0	True	False	True
ENST00000383075.7	ENST00000383075	ENSG00000174963.17	ZIC4	chr3	-	1002	334	3	2	True	False	True
ENST00000383096.7	ENST00000383096	ENSG00000166960.16	CCDC178	chr18	-	2601	867	21	20	True	False	True
ENST00000383163.4	ENST00000383163	ENSG00000206260.4	PRR23A	chr3	-	798	266	1	0	True	True	True
ENST00000383165.4	ENST00000383165	ENSG00000206262.9	FOXL2NB	chr3	+	525	175	3	2	True	False	True
ENST00000383202.7	ENST00000383202	ENSG00000118007.13	STAG1	chr3	-	3774	1258	33	32	True	False	True
ENST00000383229.7	ENST00000383229	ENSG00000182923.17	CEP63	chr3	+	1623	541	12	11	True	False	True
ENST00000383233.8	ENST00000383233	ENSG00000134490.14	TMEM241	chr18	-	888	296	15	14	True	False	True
ENST00000383237.4	ENST00000383237	ENSG00000204428.12	LY6G5C	chr6	-	450	150	3	2	True	True	True
ENST00000383263.7	ENST00000383263	ENSG00000184984.10	CHRM5	chr15	+	1596	532	1	0	True	False	True
ENST00000383314.6	ENST00000383314	ENSG00000101654.17	RNMT	chr18	+	1428	476	10	9	True	False	True
ENST00000383366.9	ENST00000383366	ENSG00000114670.14	NEK11	chr3	+	1935	645	16	15	True	False	True
ENST00000383418.8	ENST00000383418	ENSG00000255552.7	LY6G6E	chr6	-	375	125	3	2	True	True	True
ENST00000383432.8	ENST00000383432	ENSG00000017797.13	RALBP1	chr18	+	1965	655	9	8	True	False	True
ENST00000383463.9	ENST00000383463	ENSG00000183624.14	HMCES	chr3	+	1062	354	6	5	True	False	True
ENST00000383467.2	ENST00000383467	ENSG00000206422.2	LRRC30	chr18	+	903	301	1	0	True	True	True
ENST00000383472.8	ENST00000383472	ENSG00000088756.12	ARHGAP28	chr18	+	2187	729	18	17	True	True	True
ENST00000383572.3	ENST00000383572	ENSG00000288436.1	AC024558.2	chr3	-	399	133	2	1	True	False	True
ENST00000383657.10	ENST00000383657	ENSG00000206527.10	HACD2	chr3	-	762	254	7	6	True	True	True
ENST00000383673.5	ENST00000383673	ENSG00000151577.13	DRD3	chr3	-	1200	400	6	5	True	False	True
ENST00000383678.8	ENST00000383678	ENSG00000163607.17	GTPBP8	chr3	+	852	284	6	5	True	True	True
ENST00000383693.8	ENST00000383693	ENSG00000206535.8	LNP1	chr3	+	534	178	3	2	True	False	True
ENST00000383695.1	ENST00000383695	ENSG00000206536.1	OR5K3	chr3	+	963	321	1	0	True	True	True
ENST00000383701.8	ENST00000383701	ENSG00000163378.14	EOGT	chr3	-	1581	527	15	14	True	False	True
ENST00000383710.9	ENST00000383710	ENSG00000163618.18	CADPS	chr3	-	4059	1353	30	29	True	False	True
ENST00000383729.9	ENST00000383729	ENSG00000178467.18	P4HTM	chr3	+	1506	502	9	8	True	True	True
ENST00000383738.6	ENST00000383738	ENSG00000114646.10	CSPG5	chr3	-	1698	566	5	4	True	False	True
ENST00000383754.7	ENST00000383754	ENSG00000168314.17	MOBP	chr3	+	243	81	2	1	True	False	True
ENST00000383763.6	ENST00000383763	ENSG00000206557.6	TRIM71	chr3	+	2604	868	4	3	True	False	True
ENST00000383768.7	ENST00000383768	ENSG00000206559.8	ZCWPW2	chr3	+	1068	356	8	7	True	False	True
ENST00000383788.10	ENST00000383788	ENSG00000206561.13	COLQ	chr3	-	1365	455	17	16	True	False	True
ENST00000383791.8	ENST00000383791	ENSG00000131370.16	SH3BP5	chr3	-	1365	455	9	8	True	False	True
ENST00000383794.7	ENST00000383794	ENSG00000154781.16	CCDC174	chr3	+	1401	467	11	10	True	False	True
ENST00000383811.8	ENST00000383811	ENSG00000163703.19	CRELD1	chr3	+	1260	420	10	9	True	False	True
ENST00000383814.8	ENST00000383814	ENSG00000163701.19	IL17RE	chr3	+	2001	667	16	15	True	False	True
ENST00000383820.9	ENST00000383820	ENSG00000156990.14	RPUSD3	chr3	-	1053	351	9	8	True	True	True
ENST00000383832.8	ENST00000383832	ENSG00000144550.13	CPNE9	chr3	+	1659	553	21	20	True	False	True
ENST00000383847.7	ENST00000383847	ENSG00000175182.15	FAM131A	chr3	+	1098	366	6	5	True	False	True
ENST00000388712.7	ENST00000388712	ENSG00000135052.16	GOLM1	chr9	-	1203	401	9	8	True	False	True
ENST00000388718.5	ENST00000388718	ENSG00000143520.6	FLG2	chr1	-	7173	2391	2	1	True	False	True
ENST00000388747.9	ENST00000388747	ENSG00000167103.12	PIP5KL1	chr9	-	1182	394	10	9	True	True	True
ENST00000388752.8	ENST00000388752	ENSG00000112651.12	MRPL2	chr6	-	915	305	7	6	True	False	True
ENST00000388781.8	ENST00000388781	ENSG00000091128.13	LAMB4	chr7	-	5283	1761	33	32	True	False	True
ENST00000388820.5	ENST00000388820	ENSG00000136378.15	ADAMTS7	chr15	-	5058	1686	24	23	True	False	True
ENST00000388822.10	ENST00000388822	ENSG00000145388.15	METTL14	chr4	+	1368	456	11	10	True	False	True
ENST00000388825.9	ENST00000388825	ENSG00000211445.12	GPX3	chr5	+	678	226	5	4	True	False	True
ENST00000388837.6	ENST00000388837	ENSG00000111057.11	KRT18	chr12	+	1290	430	7	6	True	False	True
ENST00000388887.7	ENST00000388887	ENSG00000136011.15	STAB2	chr12	+	7653	2551	69	68	True	False	True
ENST00000388901.10	ENST00000388901	ENSG00000166200.15	COPS2	chr15	-	1329	443	13	12	True	True	True
ENST00000388913.4	ENST00000388913	ENSG00000180921.7	FAM83H	chr8	-	3537	1179	4	3	True	False	True
ENST00000388914.7	ENST00000388914	ENSG00000163749.17	CCDC158	chr4	-	3339	1113	23	22	True	False	True
ENST00000388918.10	ENST00000388918	ENSG00000107165.13	TYRP1	chr9	+	1611	537	7	6	True	False	True
ENST00000388920.5	ENST00000388920	ENSG00000186766.8	FOXI2	chr10	+	954	318	2	1	True	False	True
ENST00000388922.9	ENST00000388922	ENSG00000139567.13	ACVRL1	chr12	+	1509	503	9	8	True	False	True
ENST00000388923.5	ENST00000388923	ENSG00000203872.7	C6orf163	chr6	+	987	329	5	4	True	False	True
ENST00000388934.5	ENST00000388934	ENSG00000172478.18	MAB21L4	chr2	-	1341	447	5	4	True	False	True
ENST00000388942.8	ENST00000388942	ENSG00000169758.13	TMEM266	chr15	+	1593	531	10	9	True	False	True
ENST00000388948.8	ENST00000388948	ENSG00000154237.13	LRRK1	chr15	+	6045	2015	33	32	True	False	True
ENST00000388975.4	ENST00000388975	ENSG00000154997.9	SEPTIN14	chr7	-	1296	432	9	8	True	False	True
ENST00000388988.9	ENST00000388988	ENSG00000188266.14	HYKK	chr15	+	1119	373	4	3	True	False	True
ENST00000388995.11	ENST00000388995	ENSG00000188522.15	FAM83G	chr17	-	2469	823	5	4	True	False	True
ENST00000388996.10	ENST00000388996	ENSG00000184156.17	KCNQ3	chr8	-	2616	872	15	14	True	False	True
ENST00000389005.6	ENST00000389005	ENSG00000074356.17	NCBP3	chr17	-	1860	620	13	12	True	True	True
ENST00000389017.6	ENST00000389017	ENSG00000196544.8	BORCS6	chr17	-	1071	357	1	0	True	False	True
ENST00000389022.9	ENST00000389022	ENSG00000205309.14	NT5M	chr17	+	684	228	5	4	True	False	True
ENST00000389032.8	ENST00000389032	ENSG00000211455.8	STK38L	chr12	+	1392	464	13	12	True	False	True
ENST00000389039.11	ENST00000389039	ENSG00000140279.13	DUOX2	chr15	-	4644	1548	33	32	True	False	True
ENST00000389045.7	ENST00000389045	ENSG00000153827.13	TRIP12	chr2	-	5166	1722	38	37	True	False	True
ENST00000389048.8	ENST00000389048	ENSG00000171094.18	ALK	chr2	-	4860	1620	29	28	True	False	True
ENST00000389050.5	ENST00000389050	ENSG00000183977.14	PP2D1	chr3	-	1890	630	3	2	True	False	True
ENST00000389060.8	ENST00000389060	ENSG00000188676.13	IDO2	chr8	+	1221	407	10	9	True	True	True
ENST00000389063.3	ENST00000389063	ENSG00000172795.16	DCP2	chr5	+	1260	420	11	10	True	False	True
ENST00000389074.6	ENST00000389074	ENSG00000145642.12	SHISAL2B	chr5	+	480	160	3	2	True	False	True
ENST00000389082.10	ENST00000389082	ENSG00000170456.16	DENND5B	chr12	-	3822	1274	21	20	True	False	True
ENST00000389100.9	ENST00000389100	ENSG00000164197.12	RNF180	chr5	+	1776	592	7	6	True	False	True
ENST00000389120.8	ENST00000389120	ENSG00000155827.12	RNF20	chr9	+	2925	975	19	18	True	False	True
ENST00000389125.7	ENST00000389125	ENSG00000171189.17	GRIK1	chr21	-	2715	905	16	15	True	False	True
ENST00000389131.8	ENST00000389131	ENSG00000134013.16	LOXL2	chr8	-	2322	774	13	12	True	False	True
ENST00000389156.9	ENST00000389156	ENSG00000198780.12	FAM169A	chr5	-	2010	670	12	11	True	False	True
ENST00000389167.9	ENST00000389167	ENSG00000132522.16	GPS2	chr17	-	981	327	10	9	True	False	True
ENST00000389176.3	ENST00000389176	ENSG00000197599.12	CCDC154	chr16	-	2022	674	17	16	True	True	True
ENST00000389202.3	ENST00000389202	ENSG00000156886.12	ITGAD	chr16	+	3483	1161	30	29	True	True	True
ENST00000389208.9	ENST00000389208	ENSG00000204653.10	ASPDH	chr19	-	849	283	7	6	True	False	True
ENST00000389231.9	ENST00000389231	ENSG00000111667.13	USP5	chr12	+	2505	835	20	19	True	False	True
ENST00000389266.8	ENST00000389266	ENSG00000106105.14	GARS1	chr7	+	2217	739	17	16	True	False	True
ENST00000389286.9	ENST00000389286	ENSG00000166450.13	PRTG	chr15	-	3450	1150	20	19	True	False	True
ENST00000389297.8	ENST00000389297	ENSG00000105792.19	CFAP69	chr7	+	2823	941	23	22	True	False	True
ENST00000389301.8	ENST00000389301	ENSG00000187741.15	FANCA	chr16	-	4365	1455	43	42	True	False	True
ENST00000389313.9	ENST00000389313	ENSG00000188176.12	SMTNL2	chr17	+	1383	461	8	7	True	False	True
ENST00000389362.6	ENST00000389362	ENSG00000121335.12	PRB2	chr12	-	1248	416	3	2	True	False	True
ENST00000389363.5	ENST00000389363	ENSG00000213996.13	TM6SF2	chr19	-	1131	377	10	9	True	False	True
ENST00000389384.8	ENST00000389384	ENSG00000087152.15	ATXN7L3	chr17	-	1041	347	12	11	True	False	True
ENST00000389385.9	ENST00000389385	ENSG00000089169.15	RPH3A	chr12	+	2082	694	20	19	True	False	True
ENST00000389386.8	ENST00000389386	ENSG00000075399.14	VPS9D1	chr16	-	1893	631	15	14	True	False	True
ENST00000389394.8	ENST00000389394	ENSG00000115423.19	DNAH6	chr2	+	12474	4158	76	75	True	False	True
ENST00000389398.10	ENST00000389398	ENSG00000175267.15	VWA3A	chr16	+	3552	1184	33	32	True	False	True
ENST00000389418.9	ENST00000389418	ENSG00000155093.19	PTPRN2	chr7	-	3045	1015	23	22	True	False	True
ENST00000389420.8	ENST00000389420	ENSG00000173157.17	ADAMTS20	chr12	-	5730	1910	39	38	True	False	True
ENST00000389474.8	ENST00000389474	ENSG00000197046.12	SIGLEC15	chr18	+	984	328	6	5	True	False	True
ENST00000389484.8	ENST00000389484	ENSG00000168702.18	LRP1B	chr2	-	13797	4599	91	90	True	False	True
ENST00000389501.9	ENST00000389501	ENSG00000135632.12	SMYD5	chr2	+	1254	418	13	12	True	True	True
ENST00000389506.10	ENST00000389506	ENSG00000118058.23	KMT2A	chr11	+	11907	3969	36	35	True	True	True
ENST00000389532.9	ENST00000389532	ENSG00000130559.19	CAMSAP1	chr9	-	4806	1602	17	16	True	False	True
ENST00000389554.8	ENST00000389554	ENSG00000136535.15	TBR1	chr2	+	2046	682	6	5	True	False	True
ENST00000389561.7	ENST00000389561	ENSG00000183495.14	EP400	chr12	+	9369	3123	52	51	True	False	True
ENST00000389567.9	ENST00000389567	ENSG00000158220.14	ESYT3	chr3	+	2658	886	23	22	True	False	True
ENST00000389583.5	ENST00000389583	ENSG00000187783.12	TMEM72	chr10	+	825	275	5	4	True	False	True
ENST00000389586.6	ENST00000389586	ENSG00000204361.10	NXPE2	chr11	+	1677	559	6	5	True	False	True
ENST00000389614.6	ENST00000389614	ENSG00000176153.12	GPX2	chr14	-	570	190	2	1	True	True	True
ENST00000389617.9	ENST00000389617	ENSG00000172986.13	GXYLT2	chr3	+	1329	443	7	6	True	False	True
ENST00000389622.7	ENST00000389622	ENSG00000080200.10	CRYBG3	chr3	+	8910	2970	22	21	True	False	True
ENST00000389623.11	ENST00000389623	ENSG00000179954.16	SSC5D	chr19	+	4719	1573	14	13	True	False	True
ENST00000389629.8	ENST00000389629	ENSG00000137815.14	RTF1	chr15	+	2130	710	18	17	True	True	True
ENST00000389658.4	ENST00000389658	ENSG00000101680.15	LAMA1	chr18	-	9225	3075	63	62	True	False	True
ENST00000389672.9	ENST00000389672	ENSG00000080224.17	EPHA6	chr3	+	3390	1130	18	17	True	False	True
ENST00000389677.6	ENST00000389677	ENSG00000146267.12	FAXC	chr6	-	1227	409	6	5	True	False	True
ENST00000389682.8	ENST00000389682	ENSG00000211460.12	TSN	chr2	+	684	228	6	5	True	False	True
ENST00000389703.7	ENST00000389703	ENSG00000103253.18	HAGHL	chr16	+	846	282	8	7	True	False	True
ENST00000389704.4	ENST00000389704	ENSG00000120699.13	EXOSC8	chr13	+	828	276	11	10	True	True	True
ENST00000389709.8	ENST00000389709	ENSG00000070476.15	ZXDC	chr3	-	2574	858	10	9	True	True	True
ENST00000389737.5	ENST00000389737	ENSG00000155275.19	TRMT44	chr4	+	2271	757	11	10	True	False	True
ENST00000389740.3	ENST00000389740	ENSG00000174948.6	GPR149	chr3	-	2193	731	4	3	True	False	True
ENST00000389744.8	ENST00000389744	ENSG00000126214.21	KLC1	chr14	+	1680	560	13	12	True	False	True
ENST00000389749.9	ENST00000389749	ENSG00000166166.13	TRMT61A	chr14	+	867	289	3	2	True	False	True
ENST00000389759.7	ENST00000389759	ENSG00000144283.21	PKP4	chr2	+	3576	1192	21	20	True	False	True
ENST00000389774.6	ENST00000389774	ENSG00000241484.9	ARHGAP8	chr22	+	1392	464	12	11	True	False	True
ENST00000389793.7	ENST00000389793	ENSG00000143669.14	LYST	chr1	-	11403	3801	51	50	True	False	True
ENST00000389797.8	ENST00000389797	ENSG00000136141.15	LRCH1	chr13	+	2289	763	20	19	True	False	True
ENST00000389805.9	ENST00000389805	ENSG00000161011.20	SQSTM1	chr5	+	1320	440	8	7	True	False	True
ENST00000389811.8	ENST00000389811	ENSG00000153093.18	ACOXL	chr2	+	1641	547	18	17	True	False	True
ENST00000389817.8	ENST00000389817	ENSG00000006071.15	ABCC8	chr11	-	4743	1581	39	38	True	False	True
ENST00000389832.7	ENST00000389832	ENSG00000184350.11	MRGPRE	chr11	-	936	312	1	0	True	False	True
ENST00000389834.9	ENST00000389834	ENSG00000103978.16	TMEM87A	chr15	-	1665	555	20	19	True	False	True
ENST00000389840.7	ENST00000389840	ENSG00000187775.17	DNAH17	chr17	-	13386	4462	80	79	True	False	True
ENST00000389857.11	ENST00000389857	ENSG00000015133.19	CCDC88C	chr14	-	6084	2028	30	29	True	False	True
ENST00000389879.9	ENST00000389879	ENSG00000090061.17	CCNK	chr14	+	1740	580	10	9	True	False	True
ENST00000389902.7	ENST00000389902	ENSG00000011275.18	RNF216	chr7	-	2769	923	16	15	True	False	True
ENST00000389912.7	ENST00000389912	ENSG00000133983.16	COX16	chr14	-	318	106	4	3	True	False	True
ENST00000389915.4	ENST00000389915	ENSG00000152102.18	FAM168B	chr2	-	585	195	5	4	True	False	True
ENST00000389916.5	ENST00000389916	ENSG00000196169.15	KIF19	chr17	+	2994	998	20	19	True	False	True
ENST00000389919.8	ENST00000389919	ENSG00000255073.8	ZFP91-CNTF	chr11	+	1587	529	12	11	True	False	True
ENST00000389934.7	ENST00000389934	ENSG00000121101.15	TEX14	chr17	-	4473	1491	32	31	True	False	True
ENST00000389983.6	ENST00000389983	ENSG00000188263.10	IL17REL	chr22	-	1008	336	11	10	True	False	True
ENST00000390645.2	ENST00000390645	ENSG00000188042.8	ARL4C	chr2	-	576	192	1	0	True	False	True
ENST00000390649.8	ENST00000390649	ENSG00000171487.15	NLRP5	chr19	+	3600	1200	15	14	True	True	True
ENST00000390654.8	ENST00000390654	ENSG00000050767.17	COL23A1	chr5	-	1620	540	28	27	True	False	True
ENST00000390658.4	ENST00000390658	ENSG00000176396.11	EID2	chr19	-	708	236	1	0	True	False	True
ENST00000390661.5	ENST00000390661	ENSG00000171396.12	KRTAP4-4	chr17	-	498	166	1	0	True	False	True
ENST00000390665.9	ENST00000390665	ENSG00000167393.18	PPP2R3B	chrX	-	1725	575	13	12	True	False	True
ENST00000390666.4	ENST00000390666	ENSG00000212122.4	TSSK1B	chr5	-	1101	367	1	0	True	False	True
ENST00000390667.11	ENST00000390667	ENSG00000136122.18	BORA	chr13	+	1677	559	11	10	True	False	True
ENST00000390669.7	ENST00000390669	ENSG00000131142.13	CCL25	chr19	+	450	150	5	4	True	False	True
ENST00000390673.2	ENST00000390673	ENSG00000212124.2	TAS2R19	chr12	-	897	299	1	0	True	False	True
ENST00000390675.2	ENST00000390675	ENSG00000256436.1	TAS2R31	chr12	-	927	309	1	0	True	True	True
ENST00000390677.2	ENST00000390677	ENSG00000212128.2	TAS2R13	chr12	-	909	303	1	0	True	False	True
ENST00000390689.3	ENST00000390689	ENSG00000184351.8	KRTAP19-1	chr21	-	270	90	1	0	True	False	True
ENST00000390690.2	ENST00000390690	ENSG00000240432.3	KRTAP13-3	chr21	-	516	172	1	0	True	False	True
ENST00000391352.1	ENST00000391352	ENSG00000212657.1	KRTAP16-1	chr17	-	1551	517	1	0	True	True	True
ENST00000391353.1	ENST00000391353	ENSG00000212658.1	KRTAP29-1	chr17	-	1023	341	1	0	True	True	True
ENST00000391354.1	ENST00000391354	ENSG00000180386.7	KRTAP9-7	chr17	+	507	169	1	0	True	False	True
ENST00000391355.1	ENST00000391355	ENSG00000212659.1	KRTAP9-6	chr17	+	480	160	1	0	True	False	True
ENST00000391356.4	ENST00000391356	ENSG00000196156.5	KRTAP4-3	chr17	-	585	195	1	0	True	False	True
ENST00000391403.4	ENST00000391403	ENSG00000212710.5	CTAGE1	chr18	-	2235	745	1	0	True	False	True
ENST00000391413.4	ENST00000391413	ENSG00000212721.4	KRTAP4-11	chr17	-	585	195	1	0	True	False	True
ENST00000391417.5	ENST00000391417	ENSG00000240871.5	KRTAP4-7	chr17	+	465	155	1	0	True	False	True
ENST00000391418.3	ENST00000391418	ENSG00000212724.3	KRTAP2-3	chr17	-	384	128	1	0	True	False	True
ENST00000391419.3	ENST00000391419	ENSG00000212725.3	KRTAP2-1	chr17	-	384	128	1	0	True	False	True
ENST00000391429.1	ENST00000391429	ENSG00000205899.3	BHLHA9	chr17	+	705	235	1	0	True	True	True
ENST00000391440.3	ENST00000391440	ENSG00000212747.5	RTL8B	chrX	-	339	113	1	0	True	False	True
ENST00000391586.3	ENST00000391586	ENSG00000212899.3	KRTAP3-3	chr17	-	294	98	1	0	True	False	True
ENST00000391587.3	ENST00000391587	ENSG00000212900.3	KRTAP3-2	chr17	-	294	98	1	0	True	False	True
ENST00000391588.3	ENST00000391588	ENSG00000212901.4	KRTAP3-1	chr17	-	294	98	1	0	True	False	True
ENST00000391617.1	ENST00000391617	ENSG00000187175.5	KRTAP12-1	chr21	-	288	96	1	0	True	False	True
ENST00000391618.1	ENST00000391618	ENSG00000212933.1	KRTAP12-4	chr21	-	336	112	1	0	True	False	True
ENST00000391620.2	ENST00000391620	ENSG00000212935.2	KRTAP10-3	chr21	-	663	221	1	0	True	False	True
ENST00000391621.1	ENST00000391621	ENSG00000205445.3	KRTAP10-2	chr21	-	765	255	1	0	True	False	True
ENST00000391624.1	ENST00000391624	ENSG00000212938.3	KRTAP6-3	chr21	+	330	110	1	0	True	True	True
